id,country,age,gender,EDUCATION_LEVEL,wtp_access,wtp_private,wtp_amount_1,wtp_amount_2a,wtp_amount_2b,geq_taxes_0,geq_taxes_1,geq_taxes_2a,geq_taxes_2b,geq_ticket_0,geq_ticket_1,geq_ticket_2a,geq_ticket_2b,wtpVal,taxesExtra,ticketExtra,wtpVal_PPP,taxesExtra_PPP,ticketExtra_PPP,WTP_R1,WTP_R2_aux,geq_taxes_R1,geq_taxes_R2_aux,geq_ticket_R1,geq_ticket_R2_aux,WTP_R2,geq_taxes_R2,geq_ticket_R2,WTP_BD1,WTP_BD2,geq_taxes_BD1,geq_taxes_BD2,geq_ticket_BD1,geq_ticket_BD2,WTP_BD1_PPP,WTP_BD2_PPP,geq_taxes_BD1_PPP,geq_taxes_BD2_PPP,geq_ticket_BD1_PPP,geq_ticket_BD2_PPP
650,Italy,60,Maschio,University completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,No,NA,No,No,NA,NA,NA,60,2885,NA,100,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,60,NA,2885,1442.5,NA,NA,100,NA,5000,2500,NA,NA
651,Italy,48,Femmina,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,30,NA,NA,50,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30,15,NA,NA,NA,NA,50,25,NA,NA
652,Italy,25,Femmina,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,Yes,No,NA,No,NA,NA,115,NA,NA,200,NA,NA,NA,NA,0,No,NA,NA,0,NA,NA,NA,NA,115,57.5,NA,NA,NA,NA,200,100
653,Italy,43,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,Yes,No,NA,No,NA,5,5,NA,10,10,NA,NA,0,No,0,No,NA,0,0,NA,NA,5,2.5,5,2.5,NA,NA,10,5,10,5
654,Italy,26,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,Yes,No,NA,NA,NA,115,60,NA,200,100,NA,0,No,0,Yes,NA,NA,0,1,NA,115,57.5,60,30,NA,NA,200,100,100,50,NA,NA
655,Italy,60,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,Italy,51,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,Italy,44,Femmina,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,Italy,34,Maschio,University completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,5,NA,NA,10,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,5,2.5,NA,NA,NA,NA,10,5,NA,NA
659,Italy,57,Maschio,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,Italy,47,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,No,Yes,No,NA,No,230,2885,30,400,5000,50,0,No,0,No,0,No,0,0,0,230,115,2885,1442.5,30,15,400,200,5000,2500,50,25
661,Italy,53,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,DK,NA,NA,Yes,Yes,DK,NA,575,575,10,1000,1000,20,NA,NA,NA,NA,1,DK,NA,NA,NA,575,NA,575,NA,10,20,1000,NA,1000,NA,20,40
662,Italy,37,Femmina,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,No,NA,Yes,Yes,Yes,Yes,NA,575,575,115,1000,1000,200,1,No,0,Yes,1,Yes,0,1,1,575,1150,575,287.5,115,230,1000,2000,1000,500,200,400
663,Italy,43,Maschio,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,DK,Yes,No,NA,No,Yes,Yes,Yes,NA,115,575,5,200,1000,10,0,DK,0,No,1,Yes,NA,0,1,115,57.5,575,287.5,5,10,200,100,1000,500,10,20
664,Italy,55,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,DK,NA,NA,NA,NA,30,NA,NA,50,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA,NA,NA,50,100,NA,NA
665,Italy,57,Femmina,University completed,Vaccines are only available for private purchase,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,1,Yes,1,Yes,1,Yes,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,Italy,47,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,Italy,48,Maschio,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,Yes,DK,NA,Yes,Yes,DK,NA,NA,30,30,NA,50,50,NA,NA,1,DK,1,DK,NA,NA,NA,NA,NA,30,60,30,60,NA,NA,50,100,50,100
668,Italy,59,Femmina,Secondary completed,Do not know,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,Italy,56,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,Yes,Yes,No,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Yes,0,No,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,Italy,54,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,Italy,32,Femmina,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,DK,Yes,No,NA,No,NA,290,115,NA,500,200,NA,NA,0,DK,0,No,NA,NA,0,NA,NA,290,145,115,57.5,NA,NA,500,250,200,100
672,Italy,32,Maschio,University completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,Italy,29,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,Italy,32,Maschio,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,Italy,43,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,5,NA,NA,10,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,5,10,NA,NA,NA,NA,10,20,NA,NA
676,Italy,68,Femmina,University completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,115,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA
677,Italy,52,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,Italy,53,Maschio,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,Yes,Yes,No,NA,Yes,Yes,No,NA,Yes,30,60,30,50,100,50,0,Yes,0,Yes,0,Yes,1,1,1,30,15,60,30,30,15,50,25,100,50,50,25
679,Italy,35,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,DK,NA,No,NA,NA,NA,No,NA,NA,NA,230,NA,NA,400,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,230,460,NA,NA,NA,NA,400,800,NA,NA,NA,NA
680,Italy,43,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,Italy,57,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,Italy,24,Femmina,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,Yes,Yes,Yes,NA,Yes,No,NA,Yes,60,5,30,100,10,50,1,No,1,Yes,0,Yes,0,1,1,60,120,5,10,30,15,100,200,10,20,50,25
683,Italy,31,Femmina,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,Yes,Yes,No,NA,NA,NA,5,NA,NA,10,NA,NA,NA,NA,1,No,NA,NA,0,NA,NA,NA,NA,5,10,NA,NA,NA,NA,10,20
684,Italy,48,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,Italy,46,Femmina,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,No,NA,NA,NA,No,NA,NA,NA,30,NA,NA,50,NA,NA,1,Yes,NA,NA,NA,NA,1,NA,NA,30,60,NA,NA,NA,NA,50,100,NA,NA,NA,NA
686,Italy,44,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,30,NA,NA,50,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30,15,NA,NA,NA,NA,50,25,NA,NA
687,Italy,44,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,DK,NA,Yes,Yes,DK,NA,575,290,10,1000,500,20,0,No,1,DK,1,DK,0,NA,NA,575,287.5,290,580,10,20,1000,500,500,1000,20,40
688,Italy,31,Maschio,University completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,No,NA,Yes,Yes,No,NA,Yes,NA,290,60,NA,500,100,NA,NA,0,Yes,0,Yes,NA,1,1,NA,NA,290,145,60,30,NA,NA,500,250,100,50
689,Italy,33,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,Yes,No,NA,Yes,NA,NA,30,NA,NA,50,NA,NA,NA,NA,0,Yes,NA,NA,1,NA,NA,NA,NA,30,15,NA,NA,NA,NA,50,25
690,Italy,45,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,No,NA,DK,NA,NA,NA,230,30,NA,400,50,NA,0,No,1,No,NA,NA,0,0,NA,230,115,30,60,NA,NA,400,200,50,100,NA,NA
691,Italy,51,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,Italy,44,Maschio,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,No,NA,Yes,Yes,Yes,No,NA,NA,290,30,NA,500,50,NA,NA,0,Yes,1,No,NA,1,0,NA,NA,290,145,30,60,NA,NA,500,250,50,100
693,Italy,55,Femmina,University completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,Italy,42,Femmina,University completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,Italy,36,Femmina,University completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,2885,NA,NA,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2885,1442.5,NA,NA,NA,NA,5000,2500,NA,NA
696,Italy,39,Femmina,University completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,No,NA,NA,NA,No,NA,NA,NA,115,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA
697,Italy,50,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,Italy,47,Femmina,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,DK,NA,No,NA,NA,NA,DK,NA,NA,NA,115,NA,NA,200,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,115,230,NA,NA,NA,NA,200,400,NA,NA,NA,NA
699,Italy,36,Femmina,University completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,DK,NA,No,NA,NA,NA,NA,5,NA,NA,10,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,5,10,NA,NA,NA,NA,10,20,NA,NA
700,Italy,48,Maschio,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,DK,NA,NA,NA,Yes,DK,NA,NA,230,NA,115,400,NA,200,0,No,NA,NA,NA,NA,0,NA,NA,230,115,NA,NA,115,NA,400,200,NA,NA,200,NA
701,Italy,43,Maschio,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,Italy,54,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,No,NA,NA,NA,Yes,Yes,No,NA,30,NA,60,50,NA,100,1,No,NA,NA,1,No,0,NA,0,30,60,NA,NA,60,120,50,100,NA,NA,100,200
703,Italy,45,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,Italy,43,Maschio,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,DK,NA,No,NA,NA,NA,DK,NA,NA,NA,60,NA,NA,100,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,60,120,NA,NA,NA,NA,100,200,NA,NA,NA,NA
705,Italy,58,Femmina,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,Yes,Yes,No,NA,NA,2885,10,NA,5000,20,NA,NA,0,No,1,No,NA,0,0,NA,NA,2885,1442.5,10,20,NA,NA,5000,2500,20,40
706,Italy,56,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,DK,NA,NA,NA,Yes,No,NA,No,230,NA,115,400,NA,200,0,No,NA,NA,0,No,0,NA,0,230,115,NA,NA,115,57.5,400,200,NA,NA,200,100
707,Italy,49,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,Italy,45,Femmina,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,Italy,40,Femmina,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,230,30,30,400,50,50,1,No,1,Yes,1,Yes,0,1,1,230,460,30,60,30,60,400,800,50,100,50,100
710,Italy,41,Maschio,University completed,Do not know,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,290,NA,NA,500,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,290,145,NA,NA,NA,NA,500,250,NA,NA
711,Italy,19,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,NA,NA,NA,No,NA,NA,NA,575,NA,NA,1000,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,575,287.5,NA,NA,NA,NA,1000,500,NA,NA,NA,NA
712,Italy,55,Femmina,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,No,NA,No,Yes,Yes,Yes,NA,60,2885,10,100,5000,20,1,Yes,0,No,1,Yes,1,0,1,60,120,2885,1442.5,10,20,100,200,5000,2500,20,40
713,Italy,52,Femmina,University completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,2885,NA,NA,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2885,1442.5,NA,NA,NA,NA,5000,2500,NA,NA
716,Italy,53,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,DK,NA,No,NA,NA,NA,No,NA,NA,NA,30,NA,NA,50,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,30,60,NA,NA,NA,NA,50,100,NA,NA,NA,NA
718,Italy,62,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,Yes,No,NA,NA,NA,575,575,NA,1000,1000,NA,0,No,0,Yes,NA,NA,0,1,NA,575,287.5,575,287.5,NA,NA,1000,500,1000,500,NA,NA
719,Italy,58,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,Italy,56,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,Italy,43,Femmina,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,DK,DK,NA,NA,NA,No,NA,NA,NA,575,NA,NA,1000,NA,NA,0,DK,NA,NA,NA,NA,NA,NA,NA,575,287.5,NA,NA,NA,NA,1000,500,NA,NA,NA,NA
723,Italy,46,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,NA,NA,NA,No,NA,NA,NA,575,NA,NA,1000,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,575,287.5,NA,NA,NA,NA,1000,500,NA,NA,NA,NA
725,Italy,28,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,DK,NA,NA,Yes,Yes,Yes,NA,NA,290,5,NA,500,10,NA,NA,NA,NA,1,Yes,NA,NA,1,NA,NA,290,NA,5,10,NA,NA,500,NA,10,20
727,Italy,35,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,Italy,31,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,60,NA,NA,100,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,60,30,NA,NA,NA,NA,100,50,NA,NA
732,Italy,54,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,30,NA,NA,50,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30,15,NA,NA,NA,NA,50,25,NA,NA
733,Italy,54,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,No,NA,No,No,NA,NA,NA,30,2885,NA,50,5000,NA,1,Yes,0,No,NA,NA,1,0,NA,30,60,2885,1442.5,NA,NA,50,100,5000,2500,NA,NA
737,Italy,63,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,Italy,56,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,60,NA,NA,100,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,60,30,NA,NA,NA,NA,100,50,NA,NA
743,Italy,23,Maschio,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,Italy,55,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,Italy,30,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,DK,NA,NA,NA,No,NA,NA,NA,230,NA,NA,400,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,230,115,NA,NA,NA,NA,400,200,NA,NA,NA,NA
751,Italy,33,Maschio,Secondary completed,Do not know,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,Italy,53,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,DK,NA,NA,No,NA,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA
754,Italy,51,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,No,NA,230,60,30,400,100,50,1,Yes,1,Yes,1,No,1,1,0,230,460,60,120,30,60,400,800,100,200,50,100
759,Italy,52,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,Yes,Yes,NA,Yes,DK,NA,NA,230,5,115,400,10,200,NA,NA,1,Yes,NA,NA,NA,1,NA,230,NA,5,10,115,NA,400,NA,10,20,200,NA
761,Italy,57,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,30,30,10,50,50,20,1,Yes,1,Yes,1,Yes,1,1,1,30,60,30,60,10,20,50,100,50,100,20,40
763,Italy,55,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,No,No,NA,NA,NA,575,290,NA,1000,500,NA,0,No,0,No,NA,NA,0,0,NA,575,287.5,290,145,NA,NA,1000,500,500,250,NA,NA
764,Italy,36,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,Italy,53,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,Yes,No,NA,DK,NA,NA,30,NA,NA,50,NA,NA,NA,NA,0,DK,NA,NA,NA,NA,NA,NA,NA,30,15,NA,NA,NA,NA,50,25
773,Italy,58,Altro,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,No,NA,NA,NA,No,NA,NA,NA,30,NA,NA,50,NA,NA,1,No,NA,NA,NA,NA,0,NA,NA,30,60,NA,NA,NA,NA,50,100,NA,NA,NA,NA
777,Italy,62,Maschio,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,DK,DK,NA,NA,NA,NA,290,NA,NA,500,NA,NA,NA,0,DK,NA,NA,NA,NA,NA,NA,NA,290,145,NA,NA,NA,NA,500,250,NA,NA
779,Italy,52,Femmina,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,230,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA
781,Italy,59,Femmina,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,30,NA,NA,50,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30,15,NA,NA,NA,NA,50,25,NA,NA
